코드,평수,전용면적(㎡),층,건축년도,predicted
1153010600,15,50.17,6,2015,"   deposit  pricemon           building         road           dong
0   1000.0        50              조양휴캐슬     중앙로6길 26  서울특별시 구로구 고척동
1   1594.0        21              리움골든빌     중앙로13길 5  서울특별시 구로구 고척동
2  10000.0        65  로얄하이츠A,B동(276-15)  개봉로2길 75-10  서울특별시 구로구 개봉동
3   1000.0        55       태산무지개(107-0)   고척로27길 119  서울특별시 구로구 개봉동
4   1863.0        24           고척동 인하주택    고척로33길 53  서울특별시 구로구 고척동"
1153010700,9,29.85,5,2016,"   deposit  pricemon       building         road           dong
0   3000.0        47         디자인하우스   개봉로12길 5-9  서울특별시 구로구 개봉동
1   3000.0        50          하은빌리지    경인로42길 26  서울특별시 구로구 개봉동
2   1999.0        26  개봉파크빌2(131-5)  경인로33마길 4-7  서울특별시 구로구 개봉동
3   3500.0        50   로얄하이츠(365-1)    개봉로3가길 14  서울특별시 구로구 개봉동
4    284.0        19          진영파크빌    경인로31길 28  서울특별시 구로구 개봉동"
1153010700,9,29.67,2,2014,"   deposit  pricemon       building          road           dong
0   2000.0        50           팰리스뷰    경인로33다길 10  서울특별시 구로구 개봉동
1   4000.0        50  로얄하이츠(264-29)   개봉로16길 18-6  서울특별시 구로구 개봉동
2  13000.0        10           노블리움  개봉로11길 28-23  서울특별시 구로구 개봉동
3   1000.0        50           보성빌라     고척로18길 11  서울특별시 구로구 개봉동
4   6500.0        30           하나캐슬   고척로16가길 7-9  서울특별시 구로구 오류동"
1153010900,17,57.19,3,1988,"   deposit  pricemon     building      road           dong
0   4000.0        60         우신빌라  오리로 1265   서울특별시 구로구 궁동
1   4000.0        30  우석빌라(가,나,다)  오류로8다길 9  서울특별시 구로구 오류동
2   2000.0        60         우신빌라  오리로 1265   서울특별시 구로구 궁동
3   9000.0        15         우신빌라  오리로 1265   서울특별시 구로구 궁동
4    100.0        53         두암빌라  부일로9길 49  서울특별시 구로구 온수동"
1153010600,15,49.32,4,2002,"   deposit  pricemon            building           road           dong
0   3000.0        40  미건스위트빌(104동)417-14     개봉로23가길 91  서울특별시 구로구 개봉동
1   2000.0        45    청우아트빌-A동(456-22)  고척로52라길 19-32  서울특별시 구로구 개봉동
2   3000.0        50         충무빌라(326-8)    개봉로17길 18-7  서울특별시 구로구 개봉동
3   7000.0        40                우정주택      개봉로24길 40  서울특별시 구로구 개봉동
4   6000.0        40             OK빌리지B동  고척로21다길 20-10  서울특별시 구로구 개봉동"
1153010600,4,13.32,4,2012,"   deposit  pricemon  building           road           dong
0   7000.0        25       팰리채     경인로47다길 23  서울특별시 구로구 고척동
1   1000.0        40      레스타빌     경인로47다길 13  서울특별시 구로구 고척동
2    500.0        43  (202-15)  남부순환로97길 20-7  서울특별시 구로구 개봉동
3    100.0        13     57-47  경인로47다길 11-16  서울특별시 구로구 고척동
4    100.0        13     57-47  경인로47다길 11-16  서울특별시 구로구 고척동"
1153011000,12,40.51,5,2015,"   deposit  pricemon building          road           dong
0   3000.0        75      다청림      부일로5길 25  서울특별시 구로구 온수동
1   1000.0        65     로제트힐  부일로19길 50-10   서울특별시 구로구 궁동
2   3000.0        70    다청림씨티   부일로1길 26-12  서울특별시 구로구 온수동
3   2000.0        60     로제트힐  부일로19길 50-10   서울특별시 구로구 궁동
4   4000.0        50     로제트힐  부일로19길 50-10   서울특별시 구로구 궁동"
1153010200,16,52.08,2,1998,"   deposit  pricemon   building           road            dong
0   3000.0        60  (429-208)  가마산로20다길 14-2   서울특별시 구로구 구로동
1   2000.0        70   (797-71)     디지털로27길 88   서울특별시 구로구 구로동
2  10000.0        10   (763-17)   구로동로22길 63-2   서울특별시 구로구 구로동
3   1000.0        55   (134-44)      디지털로24길 8  서울특별시 구로구 가리봉동
4   8500.0        15    (742-4)      구로동로8길 91   서울특별시 구로구 구로동"
1153010700,17,57.37,4,2016,"   deposit  pricemon       building         road           dong
0    200.0        36  오성드림빌(155-33)  경인로35길 16-8  서울특별시 구로구 개봉동
1    574.0        50          진성홈타운   경인로33바길 24  서울특별시 구로구 개봉동
2   6241.0         9        (307-9)   서해안로34길 42  서울특별시 구로구 개봉동
3   2070.0        27          아이빌3차  고척로19가길 9-1  서울특별시 구로구 개봉동
4  16300.0        12            골든뷰    고척로22길 12  서울특별시 구로구 개봉동"
1153010200,16,53.84,4,1997,"   deposit  pricemon building           road           dong
0    500.0        40  (781-5)    디지털로27다길 53  서울특별시 구로구 구로동
1   3000.0        60   동신빌라2동  디지털로27라길 29-4  서울특별시 구로구 구로동
2   3500.0        60     세명빌라   구로동로15길 13-7  서울특별시 구로구 구로동
3   5000.0        35    뉴골든빌라      공원로6나길 34  서울특별시 구로구 구로동
4   5000.0        35    뉴골든빌라      공원로6나길 34  서울특별시 구로구 구로동"
