코드,평,전용면적(㎡),층,건축년도,predicted,predicted price
1117013100,39,128.74,3,2002,"   deposit   building          road            dong
0  70000.0  CHESRER 빌   대사관로11길 9-8   서울특별시 용산구 한남동
1  20000.0   이태원골든빌 Ⅱ  이태원로17길 7-13  서울특별시 용산구 이태원동
2  60000.0  (657-168)    대사관로11길 46   서울특별시 용산구 한남동
3   2760.0   (684-99)   대사관로5길 10-4   서울특별시 용산구 한남동
4  80000.0      노블하우스     대사관로16길 5   서울특별시 용산구 한남동",56628
1117011100,8,27.24,4,2019,"   deposit building        road             dong
0  24500.0    용산미래빌  청파로43라길 45  서울특별시 용산구 청파동3가
1  24500.0    용산미래빌  청파로43라길 45  서울특별시 용산구 청파동3가
2  24000.0    용산미래빌  청파로43라길 45  서울특별시 용산구 청파동3가
3  22000.0    용산미래빌  청파로43라길 45  서울특별시 용산구 청파동3가
4  23000.0    용산미래빌  청파로43라길 45  서울특별시 용산구 청파동3가",23160
1117013100,18,59.81,3,1993,"   deposit   building          road            dong
0  29000.0       두남빌라    한남대로27길 41   서울특별시 용산구 한남동
1  30000.0       장미빌라  이태원로14길 42-1  서울특별시 용산구 이태원동
2  21000.0  대림하이츠타운8차      보광로7길 30   서울특별시 용산구 보광동
3  25000.0       그린빌라     보광로55길 15  서울특별시 용산구 이태원동
4  20000.0      한강변빌라    독서당로14길 62   서울특별시 용산구 한남동",22506.88667
1117010900,14,47.29,3,2007,"   deposit     building         road             dong
0  16000.0  진성아트빌(15-1)  청파로71길 64-4  서울특별시 용산구 청파동1가
1  18000.0  진성아트빌(15-1)  청파로71길 64-4  서울특별시 용산구 청파동1가
2  19000.0       (1-17)   청파로71가길 21  서울특별시 용산구 청파동1가
3  19000.0       (1-17)   청파로71가길 21  서울특별시 용산구 청파동1가
4  20000.0       (1-17)   청파로71가길 21  서울특별시 용산구 청파동1가",18134.5
1117013100,23,74.52,1,1999,"   deposit   building           road            dong
0  35000.0       태영빌라    대사관로15길 8-8   서울특별시 용산구 한남동
1  35000.0      해피하우스    녹사평대로32길 10  서울특별시 용산구 이태원동
2  14000.0  (732-126)  우사단로10길 39-36   서울특별시 용산구 한남동
3  25000.0    (206-9)    회나무로44가길 52  서울특별시 용산구 이태원동
4  33000.0       동양빌라  한남대로27가길 34-4   서울특별시 용산구 한남동",28500.16667
1117011700,5,17.7,1,2013,"   deposit     building          road             dong
0   9000.0        프라임27  효창원로76길 25-2    서울특별시 용산구 효창동
1  11000.0  굿모닝빌(38-29)    효창원로39길 10    서울특별시 용산구 용문동
2  13000.0      (17-50)     백범로79나길 5  서울특별시 용산구 원효로1가
3  18000.0        르네상스빌  백범로45길 21-34    서울특별시 용산구 효창동
4   9000.0        파크팰리스    원효로19가길 23  서울특별시 용산구 원효로3가",9262.5
1117010900,20,65.4,4,1995,"   deposit       building         road             dong
0  26000.0          지영시티빌   효창원로 182-1  서울특별시 용산구 청파동3가
1  26000.0          지영시티빌   효창원로 182-1  서울특별시 용산구 청파동3가
2  18000.0         한마음빌라트  효창원로86라길 30  서울특별시 용산구 청파동1가
3  25000.0  청파타워빌라(10-12)   청파로57가길 15  서울특별시 용산구 청파동2가
4  25000.0         대성3차빌라  청파로73길 37-5  서울특별시 용산구 청파동1가",20247
1117010100,14,46.92,2,2013,"   deposit building           road             dong
0  22000.0       효천       후암로 32-7    서울특별시 용산구 후암동
1  23000.0       효천       후암로 32-7    서울특별시 용산구 후암동
2  18000.0   금강프라임빌      신흥로15길 12  서울특별시 용산구 용산동2가
3  15500.0   (46-4)  두텁바위로69길 15-8    서울특별시 용산구 후암동
4  22000.0      랜드빌   두텁바위로69길 3-5    서울특별시 용산구 후암동",22032.5
1117011900,9,28.57,2,2019,"   deposit building        road           dong
0  19000.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
1  20000.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
2  19500.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
3  23000.0     H파크빌  효창원로76길 15  서울특별시 용산구 효창동
4  22500.0     H파크빌  효창원로76길 15  서울특별시 용산구 효창동",20190
1117010100,22,74.19,2,2003,"   deposit building          road             dong
0  28000.0   심포니하우스     후암로28라길 8    서울특별시 용산구 후암동
1  34600.0      타워빌       후암로5길 5    서울특별시 용산구 후암동
2  34600.0      타워빌       후암로5길 5    서울특별시 용산구 후암동
3  27000.0    복임하이츠  신흥로22길 22-22  서울특별시 용산구 용산동2가
4  18000.0     우성빌라    한강대로98나길 9    서울특별시 용산구 후암동",29164
