코드,평수,전용면적(㎡),층,건축년도,predicted
1154510100,4,14.07,13,2019,"   deposit  pricemon       building         road           dong
0  10000.0        20  쏠시티가산(143-49)    가산로 145-1  서울특별시 금천구 가산동
1  10000.0        20  쏠시티가산(143-49)    가산로 145-1  서울특별시 금천구 가산동
2  10000.0        20  쏠시티가산(143-49)    가산로 145-1  서울특별시 금천구 가산동
3   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
4   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동"
1154510300,9,29.41,3,2019,"   deposit  pricemon      building        road           dong
0    500.0        70       인경스마트빌딩   독산로44길 29  서울특별시 금천구 시흥동
1   1220.0        16      (989-20)  시흥대로45길 10  서울특별시 금천구 시흥동
2   4000.0        50  고센아트빌(932-8)    독산로8길 60  서울특별시 금천구 시흥동
3   1521.0        20       휴먼에코빌6차    탑골로5길 50  서울특별시 금천구 시흥동
4   2000.0        58            그린     독산로 129  서울특별시 금천구 시흥동"
1154510200,9,29.94,4,2019,"   deposit  pricemon building         road           dong
0   2000.0        17    롯데블르빌   시흥대로98길 30  서울특별시 금천구 독산동
1   2000.0        70    호암아크빌  시흥대로149길 63  서울특별시 금천구 독산동
2  17000.0        30    라온하우스       문성로 48  서울특별시 금천구 독산동
3   4000.0        60      우진빌   범안로12가길 13  서울특별시 금천구 독산동
4   1000.0        55    현대아트빌    독산로52길 18  서울특별시 금천구 독산동"
1154510300,16,53.13,2,1983,"   deposit  pricemon building          road           dong
0   2000.0        55   삼미연립가동  시흥대로2길 44-16  서울특별시 금천구 시흥동
1   2000.0        50      대 도     시흥대로12길 9  서울특별시 금천구 시흥동
2   2000.0        55     인정빌라    시흥대로12길 14  서울특별시 금천구 시흥동
3   1000.0        55     대성타운     시흥대로39길 7  서울특별시 금천구 시흥동
4   3000.0        35   은성연립나동     시흥대로2길 44  서울특별시 금천구 시흥동"
1154510300,22,72.78,4,2003,"   deposit  pricemon  building          road           dong
0   2000.0        65  브라운스톤빌B동      독산로8길 15  서울특별시 금천구 시흥동
1   3000.0        50   다솔빌리지B동  독산로50길 163-4  서울특별시 금천구 시흥동
2   2000.0        70     썸밋아트빌   시흥대로74나길 20  서울특별시 금천구 시흥동
3   5000.0        60   우성하이빌A동    금하로23가길 24  서울특별시 금천구 시흥동
4   2000.0        50      효명빌라      독산로44길 5  서울특별시 금천구 시흥동"
1154510100,9,28.36,4,2017,"   deposit  pricemon        building           road           dong
0   1000.0        88             DS빌    시흥대로145길 64  서울특별시 금천구 가산동
1   1000.0        60            BH하임    가산로3길 134-6  서울특별시 금천구 가산동
2   3000.0        50             미라클  시흥대로145길 60-2  서울특별시 금천구 가산동
3   4000.0        50  리베라움1차101동102동       가산로5길 61  서울특별시 금천구 가산동
4   4000.0        50  리베라움1차101동102동       가산로5길 61  서울특별시 금천구 가산동"
1154510200,15,50.98,2,2005,"   deposit  pricemon      building         road           dong
0   4000.0        70           로즈빌     문성로7길 52  서울특별시 금천구 독산동
1  12000.0        20       (행복한빌라)    독산로92길 35  서울특별시 금천구 독산동
2   5000.0        50         동현하이츠   독산로85길 7-5  서울특별시 금천구 독산동
3    120.0        22  리치빌(1021-12)  독산로74길 24-5  서울특별시 금천구 독산동
4  17000.0        20  로얄홈파크(881-5)     문성로7길 48  서울특별시 금천구 독산동"
1154510300,11,37.21,5,2018,"   deposit  pricemon building          road           dong
0   3000.0        80      늘해랑  금하로24나길 27-4  서울특별시 금천구 시흥동
1    414.0        35  엘림하우스-3     독산로11길 25  서울특별시 금천구 시흥동
2   1029.0        13    테레사의집      독산로8길 45  서울특별시 금천구 시흥동
3    500.0        70  인경스마트빌딩     독산로44길 29  서울특별시 금천구 시흥동
4   1574.0        21    시흥파크빌      독산로2길 11  서울특별시 금천구 시흥동"
1154510300,22,72.46,3,1988,"   deposit  pricemon building        road           dong
0   3200.0        60       대흥  시흥대로36길 73  서울특별시 금천구 시흥동
1   3000.0        60     국제빌라  시흥대로18길 49  서울특별시 금천구 시흥동
2   3000.0        50       대도     시흥대로 73  서울특별시 금천구 시흥동
3   2000.0        50       대도     시흥대로 73  서울특별시 금천구 시흥동
4   9000.0        30      무지개  시흥대로71길 26  서울특별시 금천구 시흥동"
1154510200,9,29.97,4,2016,"   deposit  pricemon  building           road           dong
0   4000.0        60       우진빌     범안로12가길 13  서울특별시 금천구 독산동
1   1000.0        55     현대아트빌      독산로52길 18  서울특별시 금천구 독산동
2   3000.0        75  빌인사이드파크Ⅱ     범안로12가길 28  서울특별시 금천구 독산동
3   3000.0        60  호암빌(147)  시흥대로151길 15-9  서울특별시 금천구 독산동
4   3000.0        60     자이칸타빌     독산로109길 27  서울특별시 금천구 독산동"
