코드,평,전용면적(㎡),층,건축년도,predicted
1121510300,5,17.2,5,2018,"   deposit  pricemon building          road           dong
0   1000.0        60      은선빌  자양로41길 25-19  서울특별시 광진구 구의동
1   2000.0        60     K-타워      구의강변로 92  서울특별시 광진구 구의동
2  20000.0        60   뉴그린빌리지   아차산로58가길 18  서울특별시 광진구 구의동
3   2000.0        60   뉴그린빌리지   아차산로58가길 18  서울특별시 광진구 구의동
4   1000.0        50    대산하우스     자양로35길 20  서울특별시 광진구 구의동"
1121510100,8,25.25,3,2019,"   deposit  pricemon   building          road           dong
0   8000.0        43       헤세드빌  면목로11길 28-13  서울특별시 광진구 중곡동
1  12000.0        28      필립하우스    답십리로84길 12  서울특별시 광진구 중곡동
2   1000.0        80   (159-52)     능동로40길 29  서울특별시 광진구 중곡동
3  13000.0        40    (257-2)    긴고랑로10길 46  서울특별시 광진구 중곡동
4  10000.0        40  (150-283)    긴고랑로26길 12  서울특별시 광진구 중곡동"
1121510700,24,78.38,1,1978,"   deposit  pricemon     building          road           dong
0    100.0        23      (193-8)  뚝섬로22길 33-19  서울특별시 광진구 자양동
1   3000.0        20         신흥연립    자양번영로3가길 8  서울특별시 광진구 자양동
2  13000.0        20  현대맨숀(586-1)    자양번영로3길 27  서울특별시 광진구 자양동
3   1000.0        68       금호연립나동   자양번영로3가길 31  서울특별시 광진구 자양동
4  10000.0        35         한강맨숀     뚝섬로64길 54  서울특별시 광진구 자양동"
1121510700,5,15.76,2,2012,"   deposit  pricemon building          road           dong
0   1000.0        45      디딤돌    광나루로16길 25  서울특별시 광진구 화양동
1   1000.0        50  (15-83)   군자로5길 15-12  서울특별시 광진구 화양동
2   3000.0        40  (12-18)  아차산로33길 73-3  서울특별시 광진구 화양동
3   2000.0        48    이보하우스  아차산로21길 54-4  서울특별시 광진구 화양동
4   1000.0        50      다움빌   동일로26길 38-3  서울특별시 광진구 화양동"
1121510900,14,46.78,4,2012,"   deposit  pricemon building            road           dong
0   3000.0        40  (60-53)       군자로15길 40  서울특별시 광진구 군자동
1  20000.0        30      지오빌         면목로1길 8  서울특별시 광진구 군자동
2  25000.0        20    하늘쉐르빌       군자로10길 31  서울특별시 광진구 군자동
3   3000.0        70  경원리치하우스        면목로5길 43  서울특별시 광진구 군자동
4  15000.0        30   (26-2)  천호대로104나길 15-6  서울특별시 광진구 군자동"
1121510500,12,40.03,4,2002,"   deposit  pricemon  building        road           dong
0    500.0        40      각문빌딩  뚝섬로52가길 38  서울특별시 광진구 자양동
1   3000.0        70     대련하이츠    자양로3길 16  서울특별시 광진구 자양동
2  11000.0        30  (690-18)   뚝섬로62길 60  서울특별시 광진구 자양동
3   1000.0        60     영풍아트빌  뚝섬로52라길 44  서울특별시 광진구 자양동
4   2000.0        65     현대그린빌  아차산로45길 26  서울특별시 광진구 자양동"
1121510100,19,61.34,-1,2002,"   deposit  pricemon  building          road           dong
0   3000.0        70  금선빌라트(가)     능동로24길 19   서울특별시 광진구 능동
1   1000.0        55    부흥파크빌라     영화사로3가길 9  서울특별시 광진구 중곡동
2   3000.0        45      정한빌라     영화사로7길 43  서울특별시 광진구 중곡동
3   4000.0        70    동산그린빌1      영화사로9길 8  서울특별시 광진구 중곡동
4   8000.0        40   (106-4)  영화사로9가길 39-8  서울특별시 광진구 중곡동"
1121510100,4,14.01,8,2018,"   deposit  pricemon building         road           dong
0   5000.0        55     아뜰리에    능동로38길 38  서울특별시 광진구 중곡동
1  10000.0        25     아뜰리에    능동로38길 38  서울특별시 광진구 중곡동
2   1000.0        90     베아투스    능동로36길 29   서울특별시 광진구 능동
3   1000.0        65     아뜰리에    능동로38길 38  서울특별시 광진구 중곡동
4   1000.0        50     파인트리  천호대로107길 54  서울특별시 광진구 중곡동"
1121510700,21,68.74,2,2002,"   deposit  pricemon  building         road           dong
0   5000.0        60     창진블루빌  천호대로102길 55  서울특별시 광진구 군자동
1  10000.0        65  (606-29)  뚝섬로50길 7-17  서울특별시 광진구 자양동
2  10000.0        40   (664-2)    뚝섬로58길 32  서울특별시 광진구 자양동
3  23000.0        20  (222-16)   아차산로42길 21  서울특별시 광진구 자양동
4  15000.0        50      신성빌라  아차산로46가길 28  서울특별시 광진구 자양동"
1121510900,4,13.32,1,2012,"   deposit  pricemon building         road           dong
0   1000.0        50  (300-0)  능동로23길 11-6  서울특별시 광진구 군자동
1   2000.0        45    KS금성빌    능동로23길 15  서울특별시 광진구 군자동
2   1000.0        45      해늘빌    군자로 160-6  서울특별시 광진구 군자동
3   1000.0        55  (300-0)  능동로23길 11-6  서울특별시 광진구 군자동
4   2000.0        45     풍국빌라    동일로52길 13  서울특별시 광진구 군자동"
1121510500,12,39.74,-1,1994,"   deposit  pricemon building          road           dong
0   1000.0        40     동일빌라   자양번영로3다길 12  서울특별시 광진구 자양동
1   5000.0        40     백합빌라  아차산로40길 30-8  서울특별시 광진구 자양동
2    500.0        50   대성아트빌라  아차산로62길 14-8  서울특별시 광진구 구의동
3    500.0        35    구의빌라트   자양로42길 42-9  서울특별시 광진구 구의동
4   2000.0        60     대성빌라  아차산로39길 38-3  서울특별시 광진구 자양동"
1121510500,17,56.67,4,2016,"   deposit  pricemon  building           road           dong
0   1500.0        37  (647-33)     뚝섬로52마길 29  서울특별시 광진구 자양동
1    500.0        45       예다움  아차산로40길 59-10  서울특별시 광진구 자양동
2    500.0        40       길린빌   아차산로30길 19-6  서울특별시 광진구 자양동
3  20000.0        20  (607-21)     뚝섬로46길 5-7  서울특별시 광진구 자양동
4   9000.0        60     한영그린빌      뚝섬로46길 75  서울특별시 광진구 자양동"
1121510700,8,26.97,2,2015,"   deposit  pricemon      building          road           dong
0   1000.0        55          보나하임      군자로7길 24  서울특별시 광진구 화양동
1    500.0        55  성신하우스(44-57)   동일로22길 17-4  서울특별시 광진구 화양동
2   1000.0        50  성신하우스(44-57)   동일로22길 17-4  서울특별시 광진구 화양동
3   1000.0        50  성신하우스(44-57)   동일로22길 17-4  서울특별시 광진구 화양동
4   3000.0        50     artillage  아차산로31길 43-4  서울특별시 광진구 화양동"
1121510500,12,38.41,2,2004,"   deposit  pricemon  building          road           dong
0   1000.0        55   (16-39)  아차산로22길 17-6  서울특별시 광진구 자양동
1   2000.0        50   (677-9)    자양로3길 14-8  서울특별시 광진구 자양동
2  12000.0        15      태영빌라   뚝섬로62길 33-9  서울특별시 광진구 자양동
3   9000.0        20  (217-21)   아차산로46나길 12  서울특별시 광진구 자양동
4  14000.0        10  (615-33)     뚝섬로49길 11  서울특별시 광진구 자양동"
1121510100,22,71.93,-1,1996,"   deposit  pricemon  building          road           dong
0   1000.0        55    부흥파크빌라     영화사로3가길 9  서울특별시 광진구 중곡동
1   3000.0        70  금선빌라트(가)     능동로24길 19   서울특별시 광진구 능동
2   9000.0        40       나의집     영화사로3길 98  서울특별시 광진구 중곡동
3  16000.0         5   (637-4)   광나루로30나길 21  서울특별시 광진구 구의동
4   4000.0        45    (34-3)  긴고랑로19길 28-5  서울특별시 광진구 중곡동"
1121510200,16,54.06,4,2014,"   deposit  pricemon   building        road           dong
0   3000.0       100    (257-8)  아차산로55길 31  서울특별시 광진구 구의동
1  15000.0        70         현진   자양로49길 26  서울특별시 광진구 구의동
2  12000.0        28       행복한집   영화사로 98-1  서울특별시 광진구 구의동
3   2172.0        28    휴먼에코빌2차   긴고랑로4길 18  서울특별시 광진구 중곡동
4   5000.0        90  삼성베스트빌26차  광나루로38길 16  서울특별시 광진구 구의동"
